THOR_DATA_VIET_ID,COUNTRYFLYINGMISSION,MILSERVICE,MSNDATE,SOURCEID,SOURCERECORD,VALID_AIRCRAFT_ROOT,TAKEOFFLOCATION,TGTLATDD_DDD_WGS84,TGTLONDDD_DDD_WGS84,TGTTYPE,NUMWEAPONSDELIVERED,TIMEONTARGET,WEAPONTYPE,WEAPONTYPECLASS,WEAPONTYPEWEIGHT,AIRCRAFT_ORIGINAL,AIRCRAFT_ROOT,AIRFORCEGROUP,AIRFORCESQDN,CALLSIGN,FLTHOURS,MFUNC,MFUNC_DESC,MISSIONID,NUMOFACFT,OPERATIONSUPPORTED,PERIODOFDAY,UNIT,TGTCLOUDCOVER,TGTCONTROL,TGTCOUNTRY,TGTID,TGTORIGCOORDS,TGTORIGCOORDSFORMAT,TGTWEATHER,ADDITIONALINFO,GEOZONE,ID,MFUNC_DESC_CLASS,NUMWEAPONSJETTISONED,NUMWEAPONSRETURNED,RELEASEALTITUDE,RELEASEFLTSPEED,RESULTSBDA,TIMEOFFTARGET,WEAPONSLOADEDWEIGHT,Year
35,VIETNAM (SOUTH),VNAF,1975-01-04,642811,SEADAB,CH-47,BIEN HOA,,,,0,800.0,,,0,CH47,CH47,,,,20,53.0,MAINTENANCE,0785,1,,D,237HS,,,SOUTH VIETNAM,,,,,UNIT: 237HS - CALLSIGN:,,27131210,NONKINETIC,-1,-1,,,,800.0,0,1975
87,VIETNAM (SOUTH),VNAF,1975-02-10,642863,SEADAB,UH-1,NHA TRANG,,,,28,800.0,CARGO (TONS),,0,UH1,UH1,,,,38,48.0,LOG TROOP CARRYING,0811,1,,D,219HS,,,SOUTH VIETNAM,,,,,UNIT: 219HS - CALLSIGN:,,27131262,NONKINETIC,-1,-1,,,,800.0,0,1975
134,KOREA (SOUTH),KAF,1975-02-14,647247,SEADAB,T-28,PONCHENTONG,,,,0,200.0,,,0,T28,T28,,,,210,54.0,AIRBORNE ALERT,K003,14,,D,KAF,,,CAMBODIA,,,,,UNIT: KAF - CALLSIGN:,,27135646,NONKINETIC,-1,-1,,,,200.0,0,1975
368,,OTHER,1975-04-04,647481,SEADAB,DC-8,PONCHENTONG,,,,0,800.0,,,0,DC8,DC8,,,,41,50.0,ADMINISTRATIVE,C105,10,,D,SBW,,,SOUTH VIETNAM,,,,,UNIT: SBW - CALLSIGN:,,27135880,NONKINETIC,-1,-1,,,,800.0,0,1975
385,UNITED STATES OF AMERICA,USAF,1975-04-01,647498,SEADAB,RF-4,UDORN AB,,,,0,418.0,,,0,RF4,RF4,,,ATLANTA1,29,20.0,PHOTO RECCE,3001,1,,D,432TFW,,,CAMBODIA,,,,,UNIT: 432TFW - CALLSIGN: ATLANTA1,,27135897,NONKINETIC,-1,-1,,,,418.0,0,1975
613,VIETNAM (SOUTH),VNAF,1975-03-07,647726,SEADAB,UH-1,PHU CAT,,,,104,800.0,PASSENGERS,,0,UH1,UH1,,,,115,50.0,ADMINISTRATIVE,0755,1,,D,243HS,,,SOUTH VIETNAM,,,,,UNIT: 243HS - CALLSIGN:,,27136125,NONKINETIC,-1,-1,,,,800.0,0,1975
614,VIETNAM (SOUTH),VNAF,1975-03-12,647727,SEADAB,UH-1,CAN THO,,,,67,800.0,PASSENGERS,,0,UH1,UH1,,,,55,48.0,LOG TROOP CARRYING,0717,1,,D,255HS,,,SOUTH VIETNAM,,,,,UNIT: 255HS - CALLSIGN:,,27136126,NONKINETIC,-1,-1,,,,800.0,0,1975
637,VIETNAM (SOUTH),VNAF,1975-04-03,647750,SEADAB,UH-1,CAN THO,,,,10,800.0,PASSENGERS,,0,UH1,UH1,,,,20,50.0,ADMINISTRATIVE,0753,1,,D,227HS,,,SOUTH VIETNAM,,,,,UNIT: 227HS - CALLSIGN:,,27136149,NONKINETIC,-1,-1,,,,800.0,0,1975
657,VIETNAM (SOUTH),VNAF,1975-02-12,647770,SEADAB,UH-1,BIEN HOA,,,,6,800.0,PASSENGERS,,0,UH1,UH1,,,,80,48.0,LOG TROOP CARRYING,0719,1,,D,221HS,,,SOUTH VIETNAM,,,,,UNIT: 221HS - CALLSIGN:,,27136169,NONKINETIC,-1,-1,,,,800.0,0,1975
709,VIETNAM (SOUTH),VNAF,1975-03-10,647822,SEADAB,CH-47,PHU CAT,,,,6,800.0,CARGO (TONS),,0,CH47,CH47,,,,280,47.0,COMBT CARGO CARRYING,0784,1,,D,241HS,,,SOUTH VIETNAM,,,,,UNIT: 241HS - CALLSIGN:,,27136221,NONKINETIC,-1,-1,,,,800.0,0,1975
730,KOREA (SOUTH),KAF,1975-02-19,647843,SEADAB,AC-47,PONCHENTONG,,,,0,200.0,,,0,AC47,AC47,,,,55,54.0,AIRBORNE ALERT,K028,1,,D,KAF,,,CAMBODIA,,,,,UNIT: KAF - CALLSIGN:,,27136242,NONKINETIC,-1,-1,,,,200.0,0,1975
951,KOREA (SOUTH),KAF,1975-04-08,648064,SEADAB,AC-47,PONCHENTONG,,,,0,200.0,,,0,AC47,AC47,,,,55,54.0,AIRBORNE ALERT,K025,1,,D,KAF,,,CAMBODIA,,,,,UNIT: KAF - CALLSIGN:,,27136463,NONKINETIC,-1,-1,,,,200.0,0,1975
961,VIETNAM (SOUTH),VNAF,1975-02-20,648074,SEADAB,O-1,BINH THUY,,,,0,800.0,,,0,O1,O1,,,,10,52.0,TRAINING,0780,1,,D,116LS,,,SOUTH VIETNAM,,,,,UNIT: 116LS - CALLSIGN:,,27136473,NONKINETIC,-1,-1,,,,800.0,0,1975
1118,VIETNAM (SOUTH),VNAF,1975-03-25,648231,SEADAB,A-37,DANANG,,,,0,800.0,,,0,A37,A37,,,,33,3.0,AIR INTERDICTION,0826,1,,D,516FS,,,SOUTH VIETNAM,,,,,UNIT: 516FS - CALLSIGN:,,27136630,KINETIC,-1,-1,,,,800.0,0,1975
1149,VIETNAM (SOUTH),VNAF,1975-02-06,648262,SEADAB,UH-1,DANANG,,,,0,800.0,,,0,UH1,UH1,,,,70,52.0,TRAINING,0711,1,,D,257HS,,,SOUTH VIETNAM,,,,,UNIT: 257HS - CALLSIGN:,,27136661,NONKINETIC,-1,-1,,,,800.0,0,1975
1158,KOREA (SOUTH),KAF,1975-03-08,648271,SEADAB,AU-24,PONCHENTONG,,,,0,200.0,,,0,AU24,AU24,,,,30,54.0,AIRBORNE ALERT,K016,1,,D,KAF,,,CAMBODIA,,,,,UNIT: KAF - CALLSIGN:,,27136670,NONKINETIC,-1,-1,,,,200.0,0,1975
1201,KOREA (SOUTH),KAF,1975-03-10,648314,SEADAB,AC-47,PONCHENTONG,,,,0,200.0,,,0,AC47,AC47,,,,55,54.0,AIRBORNE ALERT,K034,1,,D,KAF,,,CAMBODIA,,,,,UNIT: KAF - CALLSIGN:,,27136713,NONKINETIC,-1,-1,,,,200.0,0,1975
1286,VIETNAM (SOUTH),VNAF,1975-03-13,648399,SEADAB,UH-1,TAN SON NHUT,,,,0,800.0,,,0,UH1,UH1,,,,15,52.0,TRAINING,0729,1,,D,259GH,,,SOUTH VIETNAM,,,,,UNIT: 259GH - CALLSIGN:,,27136798,NONKINETIC,-1,-1,,,,800.0,0,1975
1504,VIETNAM (SOUTH),VNAF,1975-03-13,648617,SEADAB,A-37,BINH THUY,,,,52,800.0,MK 82 GP BOMB (500) LD,,500,A37,A37,,,,247,5.0,CLOSE AIR SUPPORT,0705,1,,D,546FS,,,SOUTH VIETNAM,,,,,UNIT: 546FS - CALLSIGN:,,27137016,KINETIC,-1,-1,,,,800.0,276120,1975
1518,UNITED STATES OF AMERICA,USAF,1975-06-09,648631,SEADAB,F-4,UDORN AB,,,,0,1.0,,,0,F4,F4,,,PAPA,480,98.0,FRIENDLY A/C DAM GND,3750,2,,D,432TFW,,,LAOS,,,,,UNIT: 432TFW - CALLSIGN: PAPA,,27137030,NONKINETIC,-1,-1,,,,1.0,0,1975
1543,UNITED STATES OF AMERICA,USAF,1975-06-20,658519,SEADAB,HH-53,NAKHON PHANOM,,,,2,800.0,PASSENGERS,,0,HH53,HH53,,,,75,50.0,ADMINISTRATIVE,1121,2,,D,40ARRS,,,THAILAND,,,,,UNIT: 40ARRS - CALLSIGN:,,27146918,NONKINETIC,-1,-1,,,,800.0,0,1975
1567,VIETNAM (SOUTH),VNAF,1975-01-19,658543,SEADAB,UH-1,BIEN HOA,,,,0,800.0,,,0,UH1,UH1,,,,170,44.0,ARMED HELICOPTER,0739,1,,D,231HS,,,SOUTH VIETNAM,,,,,UNIT: 231HS - CALLSIGN:,,27146942,KINETIC,-1,-1,,,,800.0,0,1975
1571,UNITED STATES OF AMERICA,USAF,1975-06-17,658547,SEADAB,OV-10,NAKHON PHANOM,,,,0,800.0,,,0,OV10,OV10,,,,7,53.0,MAINTENANCE,1117,1,,D,23TAS,,,THAILAND,,,,,UNIT: 23TAS - CALLSIGN:,,27146946,NONKINETIC,-1,-1,,,,800.0,0,1975
1608,UNITED STATES OF AMERICA,USAF,1975-02-02,658584,SEADAB,C-130,U TAPAO,,,,67,800.0,CARGO (TONS),,0,C130,C130,,,,92,48.0,LOG TROOP CARRYING,1104,13,,D,374TAW,,,THAILAND,,,,,UNIT: 374TAW - CALLSIGN:,,27146983,NONKINETIC,-1,-1,,,,800.0,0,1975
1764,UNITED STATES OF AMERICA,USAF,1975-04-10,658740,SEADAB,C-130,U TAPAO,,,,226,800.0,PASSENGERS,,0,C130,C130,,,,288,48.0,LOG TROOP CARRYING,C101,22,,D,374TAW,,,THAILAND,,,,,UNIT: 374TAW - CALLSIGN:,,27147139,NONKINETIC,-1,-1,,,,800.0,0,1975
1803,VIETNAM (SOUTH),VNAF,1975-04-21,658779,SEADAB,UH-1,BINH THUY,,,,20,800.0,CARGO (TONS),,0,UH1,UH1,,,,239,50.0,ADMINISTRATIVE,0790,1,,D,211HS,,,SOUTH VIETNAM,,,,,UNIT: 211HS - CALLSIGN:,,27147178,NONKINETIC,-1,-1,,,,800.0,0,1975
1840,VIETNAM (SOUTH),VNAF,1975-04-05,658816,SEADAB,UH-1,CAN THO,,,,0,800.0,,,0,UH1,UH1,,,,8,53.0,MAINTENANCE,0742,1,,D,217HS,,,SOUTH VIETNAM,,,,,UNIT: 217HS - CALLSIGN:,,27147215,NONKINETIC,-1,-1,,,,800.0,0,1975
1878,VIETNAM (SOUTH),VNAF,1975-03-06,658854,SEADAB,C-130,TAN SON NHUT,,,,180,800.0,CARGO (TONS),,0,C130,C130,,,,92,50.0,ADMINISTRATIVE,0794,1,,D,437TS,,,SOUTH VIETNAM,,,,,UNIT: 437TS - CALLSIGN:,,27147253,NONKINETIC,-1,-1,,,,800.0,0,1975
1895,VIETNAM (SOUTH),VNAF,1975-01-16,658871,SEADAB,UH-1,BIEN HOA,,,,8,800.0,PASSENGERS,,0,UH1,UH1,,,,23,47.0,COMBT CARGO CARRYING,0842,1,,D,231HS,,,SOUTH VIETNAM,,,,,UNIT: 231HS - CALLSIGN:,,27147270,NONKINETIC,-1,-1,,,,800.0,0,1975
1955,UNITED STATES OF AMERICA,USAF,1975-01-25,658931,SEADAB,C-130,U TAPAO,,,,13,800.0,PASSENGERS,,0,C130,C130,,,,52,50.0,ADMINISTRATIVE,1102,2,,D,374TAW,,,SOUTH VIETNAM,,,,,UNIT: 374TAW - CALLSIGN:,,27147330,NONKINETIC,-1,-1,,,,800.0,0,1975
1983,KOREA (SOUTH),KAF,1975-02-04,658959,SEADAB,T-28,PONCHENTONG,,,,0,200.0,,,0,T28,T28,,,,45,54.0,AIRBORNE ALERT,K009,3,,D,KAF,,,CAMBODIA,,,,,UNIT: KAF - CALLSIGN:,,27147358,NONKINETIC,-1,-1,,,,200.0,0,1975
2045,VIETNAM (SOUTH),VNAF,1975-01-24,659021,SEADAB,UH-1,CAN THO,,,,100,800.0,7.62 AMMO,,6,UH1,UH1,,,,110,44.0,ARMED HELICOPTER,0846,1,,D,255HS,,,SOUTH VIETNAM,,,,,UNIT: 255HS - CALLSIGN:,,27147420,KINETIC,-1,-1,,,,800.0,6000,1975
2218,UNITED STATES OF AMERICA,USAF,1975-05-14,659194,SEADAB,F-4,KORAT,,,,18,30.0,20 MM AMMO (HNDRDS),,50,F4,F4,,,DUSTER,104,3.0,AIR INTERDICTION,3042,4,,D,388TFW,,,,,,,,UNIT: 388TFW - CALLSIGN: DUSTER,,27147593,KINETIC,-1,-1,,,,30.0,10260,1975
2316,VIETNAM (SOUTH),VNAF,1975-03-28,659292,SEADAB,A-37,BINH THUY,,,,0,800.0,,,0,A37,A37,,,,20,3.0,AIR INTERDICTION,0794,1,,D,520FS,,,SOUTH VIETNAM,,,,,UNIT: 520FS - CALLSIGN:,,27147691,KINETIC,-1,-1,,,,800.0,0,1975
2366,VIETNAM (SOUTH),VNAF,1975-01-08,659342,SEADAB,U-17,PLEIKU,,,,0,800.0,,,0,U17,U17,,,,10,52.0,TRAINING,0770,1,,D,118LS,,,SOUTH VIETNAM,,,,,UNIT: 118LS - CALLSIGN:,,27147741,NONKINETIC,-1,-1,,,,800.0,0,1975
2417,VIETNAM (SOUTH),VNAF,1975-01-22,659393,SEADAB,UH-1,BIEN HOA,,,,0,800.0,,,0,UH1,UH1,,,,10,97.0,OTHER,0724,1,,D,221HS,,,SOUTH VIETNAM,,,,,UNIT: 221HS - CALLSIGN:,,27147792,NONKINETIC,-1,-1,,,,800.0,0,1975
2425,UNITED STATES OF AMERICA,USAF,1975-06-24,659401,SEADAB,OV-10,NAKHON PHANOM,,,,0,800.0,,,0,OV10,OV10,,,,5,53.0,MAINTENANCE,1116,1,,D,23TAS,,,THAILAND,,,,,UNIT: 23TAS - CALLSIGN:,,27147800,NONKINETIC,-1,-1,,,,800.0,0,1975
2450,VIETNAM (SOUTH),VNAF,1975-01-09,659426,SEADAB,A-37,PLEIKU,,,,8,800.0,MK81 GP BOMB (250),,250,A37,A37,,,,33,5.0,CLOSE AIR SUPPORT,0734,1,,D,530FS,,,SOUTH VIETNAM,,,,,UNIT: 530FS - CALLSIGN:,,27147825,KINETIC,-1,-1,,,,800.0,20800,1975
2458,VIETNAM (SOUTH),VNAF,1975-02-27,659434,SEADAB,UH-1,DANANG,,,,0,800.0,,,0,UH1,UH1,,,,35,53.0,MAINTENANCE,0831,1,,D,257HS,,,SOUTH VIETNAM,,,,,UNIT: 257HS - CALLSIGN:,,27147833,NONKINETIC,-1,-1,,,,800.0,0,1975
2477,VIETNAM (SOUTH),VNAF,1975-02-07,659453,SEADAB,UH-1,BIEN HOA,,,,0,800.0,,,0,UH1,UH1,,,,10,50.0,ADMINISTRATIVE,0793,1,,D,223HS,,,SOUTH VIETNAM,,,,,UNIT: 223HS - CALLSIGN:,,27147852,NONKINETIC,-1,-1,,,,800.0,0,1975
2498,UNITED STATES OF AMERICA,USAF,1975-02-27,659474,SEADAB,RF-4,UDORN AB,,,,0,0.0,,,0,RF4,RF4,,,ATLANTA1,0,,,3000,1,,,432TFW,,,CAMBODIA,,,,,UNIT: 432TFW - CALLSIGN: ATLANTA1,,27147873,NONKINETIC,-1,-1,,,,0.0,0,1975
2577,UNITED STATES OF AMERICA,USAF,1975-05-12,659553,SEADAB,HH-53,NAKHON PHANOM,,,,0,800.0,,,0,HH53,HH53,,,,120,50.0,ADMINISTRATIVE,1119,3,,D,40ARRS,,,THAILAND,,,,,UNIT: 40ARRS - CALLSIGN:,,27147952,NONKINETIC,-1,-1,,,,800.0,0,1975
2619,VIETNAM (SOUTH),VNAF,1975-01-25,659595,SEADAB,UH-1,BIEN HOA,,,,140,800.0,PASSENGERS,,0,UH1,UH1,,,,405,48.0,LOG TROOP CARRYING,0744,1,,D,245HS,,,SOUTH VIETNAM,,,,,UNIT: 245HS - CALLSIGN:,,27147994,NONKINETIC,-1,-1,,,,800.0,0,1975
2710,VIETNAM (SOUTH),VNAF,1975-02-16,659686,SEADAB,CH-47,CAN THO,,,,0,800.0,,,0,CH47,CH47,,,,10,53.0,MAINTENANCE,0782,1,,D,249HS,,,SOUTH VIETNAM,,,,,UNIT: 249HS - CALLSIGN:,,27148085,NONKINETIC,-1,-1,,,,800.0,0,1975
2762,KOREA (SOUTH),KAF,1975-04-07,659738,SEADAB,AU-24,PONCHENTONG,,,,0,200.0,,,0,AU24,AU24,,,,60,54.0,AIRBORNE ALERT,K017,2,,D,KAF,,,CAMBODIA,,,,,UNIT: KAF - CALLSIGN:,,27148137,NONKINETIC,-1,-1,,,,200.0,0,1975
2835,VIETNAM (SOUTH),VNAF,1975-01-25,659811,SEADAB,UH-1,CAN THO,,,,0,800.0,,,0,UH1,UH1,,,,80,44.0,ARMED HELICOPTER,0825,1,,D,255HS,,,SOUTH VIETNAM,,,,,UNIT: 255HS - CALLSIGN:,,27148210,KINETIC,-1,-1,,,,800.0,0,1975
2963,KOREA (SOUTH),KAF,1975-02-08,673663,SEADAB,AC-47,PONCHENTONG,,,,0,200.0,,,0,AC47,AC47,,,,165,54.0,AIRBORNE ALERT,K029,3,,D,KAF,,,CAMBODIA,,,,,UNIT: KAF - CALLSIGN:,,27162062,NONKINETIC,-1,-1,,,,200.0,0,1975
2966,VIETNAM (SOUTH),VNAF,1975-04-18,673666,SEADAB,A-37,BINH THUY,,,,2,800.0,CBU55 AN PR BOMB (FAE),,460,A37,A37,,,,95,5.0,CLOSE AIR SUPPORT,0725,1,,D,526FS,,,SOUTH VIETNAM,,,,,UNIT: 526FS - CALLSIGN:,,27162065,KINETIC,-1,-1,,,,800.0,10000,1975
3003,VIETNAM (SOUTH),VNAF,1975-04-04,673703,SEADAB,UH-1,BIEN HOA,,,,30,800.0,PASSENGERS,,0,UH1,UH1,,,,15,45.0,COMMAND/CONTROL,0764,1,,D,223HS,,,SOUTH VIETNAM,,,,,UNIT: 223HS - CALLSIGN:,,27162102,NONKINETIC,-1,-1,,,,800.0,0,1975
3062,KOREA (SOUTH),KAF,1975-03-22,673762,SEADAB,UH-1,PONCHENTONG,,,,0,1400.0,,,0,UH1,UH1,,,,60,54.0,AIRBORNE ALERT,K017,6,,N,KAF,,,CAMBODIA,,,,,UNIT: KAF - CALLSIGN:,,27162161,NONKINETIC,-1,-1,,,,1400.0,0,1975
3122,UNITED STATES OF AMERICA,USAF,1975-05-14,673822,SEADAB,F-4,UDORN AB,,,,0,325.0,,,0,F4,F4,,,DALLAS,110,4.0,ARMED RECCE,3066,4,,D,432TFW,,,,,,,,UNIT: 432TFW - CALLSIGN: DALLAS,,27162221,KINETIC,-1,-1,,,,325.0,0,1975
3130,VIETNAM (SOUTH),VNAF,1975-03-09,673830,SEADAB,UH-1,BIEN HOA,,,,0,800.0,,,0,UH1,UH1,,,,50,46.0,COMBT TROOP CARRYING,0796,1,,D,251HS,,,SOUTH VIETNAM,,,,,UNIT: 251HS - CALLSIGN:,,27162229,NONKINETIC,-1,-1,,,,800.0,0,1975
3336,VIETNAM (SOUTH),VNAF,1975-02-01,674036,SEADAB,A-37,DANANG,,,,0,800.0,,,0,A37,A37,,,,20,3.0,AIR INTERDICTION,0700,1,,D,516FS,,,SOUTH VIETNAM,,,,,UNIT: 516FS - CALLSIGN:,,27162435,KINETIC,-1,-1,,,,800.0,0,1975
3340,UNITED STATES OF AMERICA,USAF,1975-04-01,674040,SEADAB,HC-130,KORAT,,,,0,800.0,,,0,HC130,HC130,,,,480,98.0,FRIENDLY A/C DAM GND,1105,2,,D,56ARRS,,,THAILAND,,,,,UNIT: 56ARRS - CALLSIGN:,,27162439,NONKINETIC,-1,-1,,,,800.0,0,1975
3406,KOREA (SOUTH),KAF,1975-02-09,674106,SEADAB,T-28,PONCHENTONG,,,,0,200.0,,,0,T28,T28,,,,60,54.0,AIRBORNE ALERT,K007,4,,D,KAF,,,CAMBODIA,,,,,UNIT: KAF - CALLSIGN:,,27162505,NONKINETIC,-1,-1,,,,200.0,0,1975
3433,VIETNAM (SOUTH),VNAF,1975-04-01,674133,SEADAB,C-130,TAN SON NHUT,,,,510,800.0,PASSENGERS,,0,C130,C130,,,,120,50.0,ADMINISTRATIVE,0730,1,,D,437TS,,,SOUTH VIETNAM,,,,,UNIT: 437TS - CALLSIGN:,,27162532,NONKINETIC,-1,-1,,,,800.0,0,1975
3499,VIETNAM (SOUTH),VNAF,1975-02-14,674199,SEADAB,UH-1,BIEN HOA,,,,0,800.0,,,0,UH1,UH1,,,,15,42.0,SEARCH/RESCUE,0723,1,,D,223HS,,,SOUTH VIETNAM,,,,,UNIT: 223HS - CALLSIGN:,,27162598,NONKINETIC,-1,-1,,,,800.0,0,1975
3587,VIETNAM (SOUTH),VNAF,1975-04-12,674287,SEADAB,C-130,TAN SON NHUT,,,,530,800.0,CARGO (TONS),,0,C130,C130,,,,100,50.0,ADMINISTRATIVE,0794,1,,D,437TS,,,SOUTH VIETNAM,,,,,UNIT: 437TS - CALLSIGN:,,27162686,NONKINETIC,-1,-1,,,,800.0,0,1975
3658,KOREA (SOUTH),KAF,1975-01-02,674358,SEADAB,AC-47,PONCHENTONG,,,,0,200.0,,,0,AC47,AC47,,,,55,54.0,AIRBORNE ALERT,K037,1,,D,KAF,,,CAMBODIA,,,,,UNIT: KAF - CALLSIGN:,,27162757,NONKINETIC,-1,-1,,,,200.0,0,1975
3670,VIETNAM (SOUTH),VNAF,1975-03-04,674370,SEADAB,UH-1,PLEIKU,,,,3,800.0,PASSENGERS,,0,UH1,UH1,,,,15,18.0,VISUAL RECCE,0834,1,,D,235HS,,,SOUTH VIETNAM,,,,,UNIT: 235HS - CALLSIGN:,,27162769,NONKINETIC,-1,-1,,,,800.0,0,1975
3740,VIETNAM (SOUTH),VNAF,1975-04-05,674440,SEADAB,UH-1,CAN THO,,,,0,800.0,,,0,UH1,UH1,,,,15,42.0,SEARCH/RESCUE,0746,1,,D,259HH,,,SOUTH VIETNAM,,,,,UNIT: 259HH - CALLSIGN:,,27162839,NONKINETIC,-1,-1,,,,800.0,0,1975
3806,VIETNAM (SOUTH),VNAF,1975-02-25,674506,SEADAB,F-5,BIEN HOA,,,,4,800.0,LAU3/MA RKT LCHR (19),,342,F5,F5,,,,53,5.0,CLOSE AIR SUPPORT,0739,1,,D,522FS,,,SOUTH VIETNAM,,,,,UNIT: 522FS - CALLSIGN:,,27162905,KINETIC,-1,-1,,,,800.0,17240,1975
3931,VIETNAM (SOUTH),VNAF,1975-04-21,674631,SEADAB,C-130,TAN SON NHUT,,,,16,800.0,PASSENGERS,,0,C130,C130,,,,38,48.0,LOG TROOP CARRYING,0755,1,,D,437TS,,,SOUTH VIETNAM,,,,,UNIT: 437TS - CALLSIGN:,,27163030,NONKINETIC,-1,-1,,,,800.0,0,1975
3977,UNITED STATES OF AMERICA,USAF,1975-03-14,674677,SEADAB,U-21,U TAPAO,,,,0,2355.0,,,0,U21,U21,,,SNOOPY41,45,34.0,RADIO DIRECT FINDER,2603,1,,D,7RRFS,,,CAMBODIA,,,,,UNIT: 7RRFS - CALLSIGN: SNOOPY41,,27163076,NONKINETIC,-1,-1,,,,2355.0,0,1975
4172,VIETNAM (SOUTH),VNAF,1975-01-21,674872,SEADAB,UH-1,CAN THO,,,,0,800.0,,,0,UH1,UH1,,,,33,45.0,COMMAND/CONTROL,0847,1,,D,255HS,,,SOUTH VIETNAM,,,,,UNIT: 255HS - CALLSIGN:,,27163271,NONKINETIC,-1,-1,,,,800.0,0,1975
4281,VIETNAM (SOUTH),VNAF,1975-03-31,674981,SEADAB,AC-119,TAN SON NHUT,,,,4,800.0,M117 GP BOMB (750) LD,,750,AC119,AC119,,,,161,54.0,AIRBORNE ALERT,0751,1,,D,821CS,,,SOUTH VIETNAM,,,,,UNIT: 821CS - CALLSIGN:,,27163380,NONKINETIC,-1,-1,,,,800.0,32800,1975
4300,KOREA (SOUTH),KAF,1975-02-24,675000,SEADAB,T-28,PONCHENTONG,,,,0,200.0,,,0,T28,T28,,,,135,54.0,AIRBORNE ALERT,K000,9,,D,KAF,,,CAMBODIA,,,,,UNIT: KAF - CALLSIGN:,,27163399,NONKINETIC,-1,-1,,,,200.0,0,1975
4311,VIETNAM (SOUTH),VNAF,1975-03-22,675011,SEADAB,O-1,NHA TRANG,,,,0,800.0,,,0,O1,O1,,,,28,36.0,FAC/TAC,0720,1,,D,114LS,,,SOUTH VIETNAM,,,,,UNIT: 114LS - CALLSIGN:,,27163410,NONKINETIC,-1,-1,,,,800.0,0,1975
4352,UNITED STATES OF AMERICA,USAF,1975-05-08,675052,SEADAB,C-130,U TAPAO,,,,79,800.0,PASSENGERS,,0,C130,C130,,,,67,48.0,LOG TROOP CARRYING,1112,8,,D,374TAW,,,THAILAND,,,,,UNIT: 374TAW - CALLSIGN:,,27163451,NONKINETIC,-1,-1,,,,800.0,0,1975
4490,VIETNAM (SOUTH),VNAF,1975-04-15,675190,SEADAB,AC-119,TAN SON NHUT,,,,130,800.0,7.62 AMMO,,6,AC119,AC119,,,,177,3.0,AIR INTERDICTION,0787,1,,D,821CS,,,SOUTH VIETNAM,,,,,UNIT: 821CS - CALLSIGN:,,27163589,KINETIC,-1,-1,,,,800.0,7800,1975
4519,VIETNAM (SOUTH),VNAF,1975-01-22,675219,SEADAB,UH-1,BIEN HOA,,,,0,800.0,,,0,UH1,UH1,,,,65,44.0,ARMED HELICOPTER,0738,1,,D,231HS,,,SOUTH VIETNAM,,,,,UNIT: 231HS - CALLSIGN:,,27163618,KINETIC,-1,-1,,,,800.0,0,1975
4598,UNITED STATES OF AMERICA,USAF,1975-06-09,675298,SEADAB,C-130,U TAPAO,,,,0,800.0,,,0,C130,C130,,,,41,50.0,ADMINISTRATIVE,C101,7,,D,374TAW,,,THAILAND,,,,,UNIT: 374TAW - CALLSIGN:,,27163697,NONKINETIC,-1,-1,,,,800.0,0,1975
4647,VIETNAM (SOUTH),VNAF,1975-01-13,675347,SEADAB,CH-47,DANANG,,,,0,800.0,,,0,CH47,CH47,,,,5,53.0,MAINTENANCE,0802,1,,D,247HS,,,SOUTH VIETNAM,,,,,UNIT: 247HS - CALLSIGN:,,27163746,NONKINETIC,-1,-1,,,,800.0,0,1975
4861,VIETNAM (SOUTH),VNAF,1975-01-10,693989,SEADAB,UH-1,CAN THO,,,,10,800.0,PASSENGERS,,0,UH1,UH1,,,,30,50.0,ADMINISTRATIVE,0711,1,,D,227HS,,,SOUTH VIETNAM,,,,,UNIT: 227HS - CALLSIGN:,,27182388,NONKINETIC,-1,-1,,,,800.0,0,1975
4883,VIETNAM (SOUTH),VNAF,1975-03-06,694011,SEADAB,RF-5,BIEN HOA,,,,0,800.0,,,0,RF5,RF5,,,,30,20.0,PHOTO RECCE,0754,1,,D,522FS,,,SOUTH VIETNAM,,,,,UNIT: 522FS - CALLSIGN:,,27182410,NONKINETIC,-1,-1,,,,800.0,0,1975
4910,VIETNAM (SOUTH),VNAF,1975-04-11,694038,SEADAB,O-1,BINH THUY,,,,0,800.0,,,0,O1,O1,,,,301,18.0,VISUAL RECCE,0754,1,,D,122LS,,,SOUTH VIETNAM,,,,,UNIT: 122LS - CALLSIGN:,,27182437,NONKINETIC,-1,-1,,,,800.0,0,1975
5012,VIETNAM (SOUTH),VNAF,1975-01-21,694140,SEADAB,UH-1,BINH THUY,,,,8,800.0,PASSENGERS,,0,UH1,UH1,,,,23,50.0,ADMINISTRATIVE,0833,1,,D,211HS,,,SOUTH VIETNAM,,,,,UNIT: 211HS - CALLSIGN:,,27182539,NONKINETIC,-1,-1,,,,800.0,0,1975
5018,VIETNAM (SOUTH),VNAF,1975-03-19,694146,SEADAB,CH-47,CAN THO,,,,0,800.0,,,0,CH47,CH47,,,,8,53.0,MAINTENANCE,0796,1,,D,249HS,,,SOUTH VIETNAM,,,,,UNIT: 249HS - CALLSIGN:,,27182545,NONKINETIC,-1,-1,,,,800.0,0,1975
