THOR_DATA_VIET_ID,COUNTRYFLYINGMISSION,MILSERVICE,MSNDATE,SOURCEID,SOURCERECORD,VALID_AIRCRAFT_ROOT,TAKEOFFLOCATION,TGTLATDD_DDD_WGS84,TGTLONDDD_DDD_WGS84,TGTTYPE,NUMWEAPONSDELIVERED,TIMEONTARGET,WEAPONTYPE,WEAPONTYPECLASS,WEAPONTYPEWEIGHT,AIRCRAFT_ORIGINAL,AIRCRAFT_ROOT,AIRFORCEGROUP,AIRFORCESQDN,CALLSIGN,FLTHOURS,MFUNC,MFUNC_DESC,MISSIONID,NUMOFACFT,OPERATIONSUPPORTED,PERIODOFDAY,UNIT,TGTCLOUDCOVER,TGTCONTROL,TGTCOUNTRY,TGTID,TGTORIGCOORDS,TGTORIGCOORDSFORMAT,TGTWEATHER,ADDITIONALINFO,GEOZONE,ID,MFUNC_DESC_CLASS,NUMWEAPONSJETTISONED,NUMWEAPONSRETURNED,RELEASEALTITUDE,RELEASEFLTSPEED,RESULTSBDA,TIMEOFFTARGET,WEAPONSLOADEDWEIGHT,Year
3849434,VIETNAM (SOUTH),VNAF,1975-01-09,480955,SEADAB,RF-5,BIEN HOA,,,,0,800.0,,,0,RF5,RF5,,,,18,20.0,PHOTO RECCE,0832,1,,D,522FS,,,SOUTH VIETNAM,,,,,UNIT: 522FS - CALLSIGN:,,26969354,NONKINETIC,-1,-1,,,,800.0,0,1975
3849435,VIETNAM (SOUTH),VNAF,1975-03-10,480956,SEADAB,O-1,BINH THUY,,,,0,800.0,,,0,O1,O1,,,,80,36.0,FAC/TAC,0821,1,,D,116LS,,,SOUTH VIETNAM,,,,,UNIT: 116LS - CALLSIGN:,,26969355,NONKINETIC,-1,-1,,,,800.0,0,1975
3849530,VIETNAM (SOUTH),VNAF,1975-04-18,481051,SEADAB,A-1,BIEN HOA,,,,66,800.0,MK81 GP BOMB (250),,250,A1,A1,,,,133,5.0,CLOSE AIR SUPPORT,0700,1,,D,514FS,,,SOUTH VIETNAM,,,,,UNIT: 514FS - CALLSIGN:,,26969450,KINETIC,-1,-1,,,,800.0,171600,1975
3849546,VIETNAM (SOUTH),VNAF,1975-04-04,481067,SEADAB,UH-1,BIEN HOA,,,,6,800.0,PASSENGERS,,0,UH1,UH1,,,,30,50.0,ADMINISTRATIVE,0762,1,,D,245HS,,,SOUTH VIETNAM,,,,,UNIT: 245HS - CALLSIGN:,,26969466,NONKINETIC,-1,-1,,,,800.0,0,1975
3849564,VIETNAM (SOUTH),VNAF,1975-04-22,481085,SEADAB,UH-1,BIEN HOA,,,,0,800.0,,,0,UH1,UH1,,,,60,44.0,ARMED HELICOPTER,0757,1,,D,245HS,,,SOUTH VIETNAM,,,,,UNIT: 245HS - CALLSIGN:,,26969484,KINETIC,-1,-1,,,,800.0,0,1975
3849605,VIETNAM (SOUTH),VNAF,1975-02-12,481126,SEADAB,A-37,DANANG,,,,0,800.0,,,0,A37,A37,,,,48,3.0,AIR INTERDICTION,0803,1,,D,550FS,,,SOUTH VIETNAM,,,,,UNIT: 550FS - CALLSIGN:,,26969525,KINETIC,-1,-1,,,,800.0,0,1975
3849606,VIETNAM (SOUTH),VNAF,1975-02-21,481127,SEADAB,UH-1,PHAN RANG,,,,0,800.0,,,0,UH1,UH1,,,,52,52.0,TRAINING,0703,1,,D,259DH,,,SOUTH VIETNAM,,,,,UNIT: 259DH - CALLSIGN:,,26969526,NONKINETIC,-1,-1,,,,800.0,0,1975
3849743,VIETNAM (SOUTH),VNAF,1975-01-24,481264,SEADAB,UH-1,PLEIKU,,,,0,800.0,,,0,UH1,UH1,,,,49,53.0,MAINTENANCE,0775,1,,D,229HS,,,SOUTH VIETNAM,,,,,UNIT: 229HS - CALLSIGN:,,26969663,NONKINETIC,-1,-1,,,,800.0,0,1975
3849758,VIETNAM (SOUTH),VNAF,1975-01-05,481279,SEADAB,UH-1,BIEN HOA,,,,8,800.0,PASSENGERS,,0,UH1,UH1,,,,20,42.0,SEARCH/RESCUE,0761,1,,D,259EH,,,SOUTH VIETNAM,,,,,UNIT: 259EH - CALLSIGN:,,26969678,NONKINETIC,-1,-1,,,,800.0,0,1975
3849763,VIETNAM (SOUTH),VNAF,1975-03-29,481284,SEADAB,A-37,BINH THUY,,,,55,800.0,MK 82 GP BOMB (500) LD,,500,A37,A37,,,,210,5.0,CLOSE AIR SUPPORT,0786,1,,D,520FS,,,SOUTH VIETNAM,,,,,UNIT: 520FS - CALLSIGN:,,26969683,KINETIC,-1,-1,,,,800.0,292050,1975
3850017,KOREA (SOUTH),KAF,1975-01-26,481538,SEADAB,T-28,PONCHENTONG,,,,0,200.0,,,0,T28,T28,,,,30,54.0,AIRBORNE ALERT,K005,2,,D,KAF,,,CAMBODIA,,,,,UNIT: KAF - CALLSIGN:,,26969937,NONKINETIC,-1,-1,,,,200.0,0,1975
3850112,VIETNAM (SOUTH),VNAF,1975-01-15,481633,SEADAB,C-119,TAN SON NHUT,,,,87,800.0,PASSENGERS,,0,C119,C119,,,,37,48.0,LOG TROOP CARRYING,0828,1,,D,720TS,,,SOUTH VIETNAM,,,,,UNIT: 720TS - CALLSIGN:,,26970032,NONKINETIC,-1,-1,,,,800.0,0,1975
3850140,VIETNAM (SOUTH),VNAF,1975-04-17,481661,SEADAB,UH-1,CAN THO,,,,0,800.0,,,0,UH1,UH1,,,,60,53.0,MAINTENANCE,0750,1,,D,227HS,,,SOUTH VIETNAM,,,,,UNIT: 227HS - CALLSIGN:,,26970060,NONKINETIC,-1,-1,,,,800.0,0,1975
3850334,VIETNAM (SOUTH),VNAF,1975-03-07,481855,SEADAB,UH-1,BIEN HOA,,,,0,800.0,,,0,UH1,UH1,,,,48,97.0,OTHER,0743,1,,D,251HS,,,SOUTH VIETNAM,,,,,UNIT: 251HS - CALLSIGN:,,26970254,NONKINETIC,-1,-1,,,,800.0,0,1975
3850589,UNITED STATES OF AMERICA,USAF,1975-05-25,482110,SEADAB,A-7,KORAT,,,,0,800.0,,,0,A7,A7,,,,516,98.0,FRIENDLY A/C DAM GND,1103,4,,D,388TFW,,,THAILAND,,,,,UNIT: 388TFW - CALLSIGN:,,26970509,NONKINETIC,-1,-1,,,,800.0,0,1975
3850636,VIETNAM (SOUTH),VNAF,1975-02-05,492846,SEADAB,UH-1,BIEN HOA,,,,16,800.0,PASSENGERS,,0,UH1,UH1,,,,78,48.0,LOG TROOP CARRYING,0705,1,,D,259EH,,,SOUTH VIETNAM,,,,,UNIT: 259EH - CALLSIGN:,,26981245,NONKINETIC,-1,-1,,,,800.0,0,1975
3850691,VIETNAM (SOUTH),VNAF,1975-01-16,492901,SEADAB,UH-1,BIEN HOA,,,,0,800.0,,,0,UH1,UH1,,,,43,44.0,ARMED HELICOPTER,0833,1,,D,251HS,,,SOUTH VIETNAM,,,,,UNIT: 251HS - CALLSIGN:,,26981300,KINETIC,-1,-1,,,,800.0,0,1975
3850692,VIETNAM (SOUTH),VNAF,1975-02-04,492902,SEADAB,A-37,BINH THUY,,,,23,800.0,MK 82 GP BOMB (500) LD,,500,A37,A37,,,,93,5.0,CLOSE AIR SUPPORT,0779,1,,D,520FS,,,SOUTH VIETNAM,,,,,UNIT: 520FS - CALLSIGN:,,26981301,KINETIC,-1,-1,,,,800.0,122130,1975
3850693,VIETNAM (SOUTH),VNAF,1975-03-03,492903,SEADAB,UH-1,DANANG,,,,0,800.0,,,0,UH1,UH1,,,,30,44.0,ARMED HELICOPTER,0847,1,,D,239HS,,,SOUTH VIETNAM,,,,,UNIT: 239HS - CALLSIGN:,,26981302,KINETIC,-1,-1,,,,800.0,0,1975
3850766,UNITED STATES OF AMERICA,USAF,1975-05-14,492976,SEADAB,C-130,U TAPAO,,,,1100,800.0,PASSENGERS,,0,C130,C130,,,,54,48.0,LOG TROOP CARRYING,C100,7,,D,374TAW,,,THAILAND,,,,,UNIT: 374TAW - CALLSIGN:,,26981375,NONKINETIC,-1,-1,,,,800.0,0,1975
3850813,UNITED STATES OF AMERICA,USAF,1975-05-13,493023,SEADAB,AC-130,KORAT,,,,0,1440.0,,,0,AC130,AC130,,,SPECTRE,56,4.0,ARMED RECCE,5725,0,,N,388TFW,,,,,,,,UNIT: 388TFW - CALLSIGN: SPECTRE,,26981422,KINETIC,-1,-1,,,,1440.0,0,1975
3850835,UNITED STATES OF AMERICA,USAF,1975-03-20,493045,SEADAB,U-21,U TAPAO,,,,0,30.0,,,0,U21,U21,,,SNOOPY 2,103,34.0,RADIO DIRECT FINDER,2601,1,,D,7RRFS,,,CAMBODIA,,,,,UNIT: 7RRFS - CALLSIGN: SNOOPY 2,,26981444,NONKINETIC,-1,-1,,,,30.0,0,1975
3850851,VIETNAM (SOUTH),VNAF,1975-03-22,493061,SEADAB,UH-1,PHU CAT,,,,3,800.0,PASSENGERS,,0,UH1,UH1,,,,13,45.0,COMMAND/CONTROL,0714,1,,D,243HS,,,SOUTH VIETNAM,,,,,UNIT: 243HS - CALLSIGN:,,26981460,NONKINETIC,-1,-1,,,,800.0,0,1975
3850920,UNITED STATES OF AMERICA,USAF,1975-01-29,493130,SEADAB,CH-53,NAKHON PHANOM,,,,0,800.0,,,0,CH53,CH53,,,,91,52.0,TRAINING,1124,4,,D,21SOS,,,THAILAND,,,,,UNIT: 21SOS - CALLSIGN:,,26981529,NONKINETIC,-1,-1,,,,800.0,0,1975
3850953,KOREA (SOUTH),KAF,1975-01-24,493163,SEADAB,T-28,PONCHENTONG,,,,0,200.0,,,0,T28,T28,,,,45,54.0,AIRBORNE ALERT,K008,3,,D,KAF,,,CAMBODIA,,,,,UNIT: KAF - CALLSIGN:,,26981562,NONKINETIC,-1,-1,,,,200.0,0,1975
3851010,VIETNAM (SOUTH),VNAF,1975-01-29,493220,SEADAB,UH-1,BINH THUY,,,,0,800.0,,,0,UH1,UH1,,,,50,52.0,TRAINING,0753,1,,D,225HS,,,SOUTH VIETNAM,,,,,UNIT: 225HS - CALLSIGN:,,26981619,NONKINETIC,-1,-1,,,,800.0,0,1975
3851043,VIETNAM (SOUTH),VNAF,1975-04-07,493253,SEADAB,UH-1,CAN THO,,,,20,800.0,PASSENGERS,,0,UH1,UH1,,,,70,48.0,LOG TROOP CARRYING,0755,1,,D,259HH,,,SOUTH VIETNAM,,,,,UNIT: 259HH - CALLSIGN:,,26981652,NONKINETIC,-1,-1,,,,800.0,0,1975
3851062,VIETNAM (SOUTH),VNAF,1975-01-26,493272,SEADAB,CH-47,CAN THO,,,,0,800.0,,,0,CH47,CH47,,,,15,53.0,MAINTENANCE,0818,1,,D,249HS,,,SOUTH VIETNAM,,,,,UNIT: 249HS - CALLSIGN:,,26981671,NONKINETIC,-1,-1,,,,800.0,0,1975
3851162,VIETNAM (SOUTH),VNAF,1975-01-01,493372,SEADAB,UH-1,DANANG,,,,11,800.0,PASSENGERS,,0,UH1,UH1,,,,30,48.0,LOG TROOP CARRYING,0801,1,,D,239HS,,,SOUTH VIETNAM,,,,,UNIT: 239HS - CALLSIGN:,,26981771,NONKINETIC,-1,-1,,,,800.0,0,1975
3851272,VIETNAM (SOUTH),VNAF,1975-01-24,493482,SEADAB,A-37,BINH THUY,,,,0,800.0,,,0,A37,A37,,,,5,53.0,MAINTENANCE,0732,1,,D,520FS,,,SOUTH VIETNAM,,,,,UNIT: 520FS - CALLSIGN:,,26981881,NONKINETIC,-1,-1,,,,800.0,0,1975
3851351,KOREA (SOUTH),KAF,1975-02-07,493561,SEADAB,T-28,PONCHENTONG,,,,0,200.0,,,0,T28,T28,,,,30,54.0,AIRBORNE ALERT,K010,2,,D,KAF,,,CAMBODIA,,,,,UNIT: KAF - CALLSIGN:,,26981960,NONKINETIC,-1,-1,,,,200.0,0,1975
3851361,UNITED STATES OF AMERICA,USAF,1975-02-10,493571,SEADAB,T-29,UDORN AB,,,,11,1800.0,PASSENGERS,,0,T29,T29,,,,16,48.0,LOG TROOP CARRYING,1110,1,,N,432TFW,,,THAILAND,,,,,UNIT: 432TFW - CALLSIGN:,,26981970,NONKINETIC,-1,-1,,,,1800.0,0,1975
3851540,VIETNAM (SOUTH),VNAF,1975-01-07,493750,SEADAB,O-1,BIEN HOA,,,,0,800.0,,,0,O1,O1,,,,13,52.0,TRAINING,0747,1,,D,112LS,,,SOUTH VIETNAM,,,,,UNIT: 112LS - CALLSIGN:,,26982149,NONKINETIC,-1,-1,,,,800.0,0,1975
3851541,VIETNAM (SOUTH),VNAF,1975-02-05,493751,SEADAB,A-37,BINH THUY,,,,10,800.0,MK81 GP BOMB (250),,250,A37,A37,,,,77,5.0,CLOSE AIR SUPPORT,0809,1,,D,520FS,,,SOUTH VIETNAM,,,,,UNIT: 520FS - CALLSIGN:,,26982150,KINETIC,-1,-1,,,,800.0,26000,1975
3851574,VIETNAM (SOUTH),VNAF,1975-01-26,493784,SEADAB,CH-47,PHU CAT,,,,31,800.0,PASSENGERS,,0,CH47,CH47,,,,73,47.0,COMBT CARGO CARRYING,0731,1,,D,241HS,,,SOUTH VIETNAM,,,,,UNIT: 241HS - CALLSIGN:,,26982183,NONKINETIC,-1,-1,,,,800.0,0,1975
3851697,VIETNAM (SOUTH),VNAF,1975-01-19,493907,SEADAB,UH-1,BIEN HOA,,,,65,800.0,CARGO (TONS),,0,UH1,UH1,,,,160,47.0,COMBT CARGO CARRYING,0746,1,,D,245HS,,,SOUTH VIETNAM,,,,,UNIT: 245HS - CALLSIGN:,,26982306,NONKINETIC,-1,-1,,,,800.0,0,1975
3852031,UNITED STATES OF AMERICA,USAF,1975-06-20,494241,SEADAB,OV-10,NAKHON PHANOM,,,,0,800.0,,,0,OV10,OV10,,,,247,52.0,TRAINING,1116,12,,D,23TAS,,,THAILAND,,,,,UNIT: 23TAS - CALLSIGN:,,26982640,NONKINETIC,-1,-1,,,,800.0,0,1975
3852092,VIETNAM (SOUTH),VNAF,1975-03-24,500984,SEADAB,UH-1,CAN THO,,,,8,800.0,PASSENGERS,,0,UH1,UH1,,,,23,45.0,COMMAND/CONTROL,0769,1,,D,255HS,,,SOUTH VIETNAM,,,,,UNIT: 255HS - CALLSIGN:,,26989383,NONKINETIC,-1,-1,,,,800.0,0,1975
3852215,VIETNAM (SOUTH),VNAF,1975-03-18,501107,SEADAB,UH-1,NHA TRANG,,,,0,800.0,,,0,UH1,UH1,,,,35,53.0,MAINTENANCE,0845,1,,D,215HS,,,SOUTH VIETNAM,,,,,UNIT: 215HS - CALLSIGN:,,26989506,NONKINETIC,-1,-1,,,,800.0,0,1975
3852257,UNITED STATES OF AMERICA,USAF,1975-06-09,501149,SEADAB,AC-130,KORAT,,,,0,1800.0,,,0,AC130,AC130,,,,35,52.0,TRAINING,1111,1,,N,388TFW,,,THAILAND,,,,,UNIT: 388TFW - CALLSIGN:,,26989548,NONKINETIC,-1,-1,,,,1800.0,0,1975
3852277,VIETNAM (SOUTH),VNAF,1975-02-13,501169,SEADAB,UH-1,DANANG,,,,0,800.0,,,0,UH1,UH1,,,,25,45.0,COMMAND/CONTROL,0766,1,,D,239HS,,,SOUTH VIETNAM,,,,,UNIT: 239HS - CALLSIGN:,,26989568,NONKINETIC,-1,-1,,,,800.0,0,1975
3852346,UNITED STATES OF AMERICA,USAF,1975-01-22,501238,SEADAB,EC-47,NAKHON PHANOM,,,,6,800.0,CARGO (TONS),,0,EC47,EC47,,,,33,49.0,LOG CARGO CARRYING,1117,2,,D,56SOW,,,THAILAND,,,,,UNIT: 56SOW - CALLSIGN:,,26989637,NONKINETIC,-1,-1,,,,800.0,0,1975
3852354,VIETNAM (SOUTH),VNAF,1975-04-21,501246,SEADAB,UH-1,BIEN HOA,,,,10,800.0,PASSENGERS,,0,UH1,UH1,,,,31,50.0,ADMINISTRATIVE,0715,1,,D,231HS,,,SOUTH VIETNAM,,,,,UNIT: 231HS - CALLSIGN:,,26989645,NONKINETIC,-1,-1,,,,800.0,0,1975
3852360,VIETNAM (SOUTH),VNAF,1975-02-06,501252,SEADAB,UH-1,PLEIKU,,,,0,800.0,,,0,UH1,UH1,,,,330,44.0,ARMED HELICOPTER,0807,1,,D,235HS,,,SOUTH VIETNAM,,,,,UNIT: 235HS - CALLSIGN:,,26989651,KINETIC,-1,-1,,,,800.0,0,1975
3852397,VIETNAM (SOUTH),VNAF,1975-01-18,501289,SEADAB,EC-47,TAN SON NHUT,,,,0,800.0,,,0,EC47,EC47,,,,38,20.0,PHOTO RECCE,0807,1,,D,718RS,,,SOUTH VIETNAM,,,,,UNIT: 718RS - CALLSIGN:,,26989688,NONKINETIC,-1,-1,,,,800.0,0,1975
3852501,UNITED STATES OF AMERICA,USAF,1975-05-15,501393,SEADAB,RF-4,UDORN AB,,,,0,1800.0,,,0,RF4,RF4,,,,9,50.0,ADMINISTRATIVE,1114,2,,N,432TFW,,,THAILAND,,,,,UNIT: 432TFW - CALLSIGN:,,26989792,NONKINETIC,-1,-1,,,,1800.0,0,1975
3852520,UNITED STATES OF AMERICA,USAF,1975-03-22,501412,SEADAB,RF-4,UDORN AB,,,,0,623.0,,,0,RF4,RF4,,,ATLANTA1,30,20.0,PHOTO RECCE,3001,1,,D,432TFW,,,CAMBODIA,,,,,UNIT: 432TFW - CALLSIGN: ATLANTA1,,26989811,NONKINETIC,-1,-1,,,,623.0,0,1975
3852569,KOREA (SOUTH),KAF,1975-02-22,501461,SEADAB,T-28,PONCHENTONG,,,,0,200.0,,,0,T28,T28,,,,270,54.0,AIRBORNE ALERT,K000,18,,D,KAF,,,CAMBODIA,,,,,UNIT: KAF - CALLSIGN:,,26989860,NONKINETIC,-1,-1,,,,200.0,0,1975
3852630,VIETNAM (SOUTH),VNAF,1975-02-09,501522,SEADAB,O-1,BINH THUY,,,,0,800.0,,,0,O1,O1,,,,130,36.0,FAC/TAC,0717,1,,D,122LS,,,SOUTH VIETNAM,,,,,UNIT: 122LS - CALLSIGN:,,26989921,NONKINETIC,-1,-1,,,,800.0,0,1975
3852677,VIETNAM (SOUTH),VNAF,1975-03-28,501569,SEADAB,AC-119,TAN SON NHUT,,,,129,800.0,LAU3/MA RKT LCHR (19),,342,AC119,AC119,,,,158,3.0,AIR INTERDICTION,0816,1,,D,821CS,,,SOUTH VIETNAM,,,,,UNIT: 821CS - CALLSIGN:,,26989968,KINETIC,-1,-1,,,,800.0,555990,1975
3852719,VIETNAM (SOUTH),VNAF,1975-03-10,501611,SEADAB,UH-1,BIEN HOA,,,,0,800.0,,,0,UH1,UH1,,,,5,53.0,MAINTENANCE,0716,1,,D,221HS,,,SOUTH VIETNAM,,,,,UNIT: 221HS - CALLSIGN:,,26990010,NONKINETIC,-1,-1,,,,800.0,0,1975
3852725,VIETNAM (SOUTH),VNAF,1975-01-12,501617,SEADAB,AC-119,TAN SON NHUT,,,,8,800.0,FLARES-MK24_MK6_LUUI8,,24,AC119,AC119,,,,50,3.0,AIR INTERDICTION,0810,1,,D,821CS,,,SOUTH VIETNAM,,,,,UNIT: 821CS - CALLSIGN:,,26990016,KINETIC,-1,-1,,,,800.0,0,1975
3852875,VIETNAM (SOUTH),VNAF,1975-03-23,501767,SEADAB,UH-1,PHU CAT,,,,9,800.0,PASSENGERS,,0,UH1,UH1,,,,40,48.0,LOG TROOP CARRYING,0719,1,,D,259AH,,,SOUTH VIETNAM,,,,,UNIT: 259AH - CALLSIGN:,,26990166,NONKINETIC,-1,-1,,,,800.0,0,1975
3853106,VIETNAM (SOUTH),VNAF,1975-02-18,501998,SEADAB,U-6,TAN SON NHUT,,,,0,800.0,,,0,U6,U6,,,,10,52.0,TRAINING,0803,1,,D,716RS,,,SOUTH VIETNAM,,,,,UNIT: 716RS - CALLSIGN:,,26990397,NONKINETIC,-1,-1,,,,800.0,0,1975
3853141,VIETNAM (SOUTH),VNAF,1975-04-19,502033,SEADAB,C-7,TAN SON NHUT,,,,55,800.0,CARGO (TONS),,0,C7,C7,,,,73,50.0,ADMINISTRATIVE,0775,1,,D,431TS,,,SOUTH VIETNAM,,,,,UNIT: 431TS - CALLSIGN:,,26990432,NONKINETIC,-1,-1,,,,800.0,0,1975
3853192,VIETNAM (SOUTH),VNAF,1975-03-03,502084,SEADAB,A-37,PHU CAT,,,,0,800.0,,,0,A37,A37,,,,105,3.0,AIR INTERDICTION,0730,1,,D,532FS,,,SOUTH VIETNAM,,,,,UNIT: 532FS - CALLSIGN:,,26990483,KINETIC,-1,-1,,,,800.0,0,1975
3853429,VIETNAM (SOUTH),VNAF,1975-01-08,502321,SEADAB,O-1,PLEIKU,,,,0,800.0,,,0,O1,O1,,,,145,18.0,VISUAL RECCE,0757,1,,D,118LS,,,SOUTH VIETNAM,,,,,UNIT: 118LS - CALLSIGN:,,26990720,NONKINETIC,-1,-1,,,,800.0,0,1975
3853458,VIETNAM (SOUTH),VNAF,1975-02-10,502350,SEADAB,UH-1,PLEIKU,,,,2,800.0,CARGO (TONS),,0,UH1,UH1,,,,35,50.0,ADMINISTRATIVE,0751,1,,D,229HS,,,SOUTH VIETNAM,,,,,UNIT: 229HS - CALLSIGN:,,26990749,NONKINETIC,-1,-1,,,,800.0,0,1975
3853619,VIETNAM (SOUTH),VNAF,1975-02-08,502511,SEADAB,UH-1,BIEN HOA,,,,0,800.0,,,0,UH1,UH1,,,,5,42.0,SEARCH/RESCUE,0859,1,,D,245HS,,,SOUTH VIETNAM,,,,,UNIT: 245HS - CALLSIGN:,,26990910,NONKINETIC,-1,-1,,,,800.0,0,1975
3853671,UNITED STATES OF AMERICA,USAF,1975-03-13,502563,SEADAB,KC-135,U TAPAO,,,,0,800.0,,,0,KC135,KC135,,,,137,43.0,AIR REFUELING,1124,4,,D,307SW,,,THAILAND,,,,,UNIT: 307SW - CALLSIGN:,,26990962,NONKINETIC,-1,-1,,,,800.0,0,1975
3853896,UNITED STATES OF AMERICA,USAF,1975-01-04,502788,SEADAB,OV-10,KORAT,,,,0,800.0,,,0,OV10,OV10,,,,144,52.0,TRAINING,1109,8,,D,23TAS1,,,THAILAND,,,,,UNIT: 23TAS1 - CALLSIGN:,,26991187,NONKINETIC,-1,-1,,,,800.0,0,1975
3853931,VIETNAM (SOUTH),VNAF,1975-03-24,502823,SEADAB,U-17,NHA TRANG,,,,0,800.0,,,0,U17,U17,,,,48,50.0,ADMINISTRATIVE,0757,1,,D,114LS,,,SOUTH VIETNAM,,,,,UNIT: 114LS - CALLSIGN:,,26991222,NONKINETIC,-1,-1,,,,800.0,0,1975
3853953,VIETNAM (SOUTH),VNAF,1975-02-11,502845,SEADAB,A-37,BINH THUY,,,,32,800.0,MK 82 GP BOMB (500) LD,,500,A37,A37,,,,127,5.0,CLOSE AIR SUPPORT,0755,1,,D,520FS,,,SOUTH VIETNAM,,,,,UNIT: 520FS - CALLSIGN:,,26991244,KINETIC,-1,-1,,,,800.0,169920,1975
3854145,VIETNAM (SOUTH),VNAF,1975-03-20,503037,SEADAB,O-1,BINH THUY,,,,0,800.0,,,0,O1,O1,,,,58,36.0,FAC/TAC,0735,1,,D,122LS,,,SOUTH VIETNAM,,,,,UNIT: 122LS - CALLSIGN:,,26991436,NONKINETIC,-1,-1,,,,800.0,0,1975
3854157,VIETNAM (SOUTH),VNAF,1975-03-03,503049,SEADAB,UH-1,CAN THO,,,,39,800.0,PASSENGERS,,0,UH1,UH1,,,,110,48.0,LOG TROOP CARRYING,0767,1,,D,259HH,,,SOUTH VIETNAM,,,,,UNIT: 259HH - CALLSIGN:,,26991448,NONKINETIC,-1,-1,,,,800.0,0,1975
3854180,VIETNAM (SOUTH),VNAF,1975-03-21,503072,SEADAB,UH-1,NHA TRANG,,,,0,800.0,,,0,UH1,UH1,,,,10,53.0,MAINTENANCE,0708,1,,D,215HS,,,SOUTH VIETNAM,,,,,UNIT: 215HS - CALLSIGN:,,26991471,NONKINETIC,-1,-1,,,,800.0,0,1975
3854224,KOREA (SOUTH),KAF,1975-02-06,503116,SEADAB,T-28,PONCHENTONG,,,,0,200.0,,,0,T28,T28,,,,45,54.0,AIRBORNE ALERT,K018,3,,D,KAF,,,CAMBODIA,,,,,UNIT: KAF - CALLSIGN:,,26991515,NONKINETIC,-1,-1,,,,200.0,0,1975
3854236,UNITED STATES OF AMERICA,USAF,1975-02-26,503128,SEADAB,C-130,U TAPAO,,,,4132,800.0,CARGO (TONS),,0,C130,C130,,,,274,49.0,LOG CARGO CARRYING,C100,21,,D,374TAW,,,CAMBODIA,,,,,UNIT: 374TAW - CALLSIGN:,,26991527,NONKINETIC,-1,-1,,,,800.0,0,1975
3854378,UNITED STATES OF AMERICA,USAF,1975-04-11,503270,SEADAB,C-130,U TAPAO,,,,113,1800.0,CARGO (TONS),,0,C130,C130,,,,53,48.0,LOG TROOP CARRYING,1108,2,,N,374TAW,,,THAILAND,,,,,UNIT: 374TAW - CALLSIGN:,,26991669,NONKINETIC,-1,-1,,,,1800.0,0,1975
3854465,UNITED STATES OF AMERICA,USAF,1975-06-08,503357,SEADAB,C-130,U TAPAO,,,,0,800.0,,,0,C130,C130,,,,49,50.0,ADMINISTRATIVE,C101,10,,D,374TAW,,,LAOS,,,,,UNIT: 374TAW - CALLSIGN:,,26991756,NONKINETIC,-1,-1,,,,800.0,0,1975
3854486,KOREA (SOUTH),KAF,1975-02-21,503378,SEADAB,T-28,PONCHENTONG,,,,0,200.0,,,0,T28,T28,,,,30,54.0,AIRBORNE ALERT,K001,2,,D,KAF,,,CAMBODIA,,,,,UNIT: KAF - CALLSIGN:,,26991777,NONKINETIC,-1,-1,,,,200.0,0,1975
3854553,VIETNAM (SOUTH),VNAF,1975-02-04,503445,SEADAB,UH-1,DANANG,,,,9,800.0,PASSENGERS,,0,UH1,UH1,,,,50,45.0,COMMAND/CONTROL,0767,1,,D,213HS,,,SOUTH VIETNAM,,,,,UNIT: 213HS - CALLSIGN:,,26991844,NONKINETIC,-1,-1,,,,800.0,0,1975
3854729,VIETNAM (SOUTH),VNAF,1975-02-17,503621,SEADAB,A-37,PLEIKU,,,,8,800.0,LAU3/MA RKT LCHR (19),,342,A37,A37,,,,34,3.0,AIR INTERDICTION,0833,1,,D,530FS,,,SOUTH VIETNAM,,,,,UNIT: 530FS - CALLSIGN:,,26992020,KINETIC,-1,-1,,,,800.0,34480,1975
3854760,VIETNAM (SOUTH),VNAF,1975-03-19,513493,SEADAB,UH-1,BIEN HOA,,,,0,800.0,,,0,UH1,UH1,,,,15,53.0,MAINTENANCE,0716,1,,D,221HS,,,SOUTH VIETNAM,,,,,UNIT: 221HS - CALLSIGN:,,27001892,NONKINETIC,-1,-1,,,,800.0,0,1975
3854826,VIETNAM (SOUTH),VNAF,1975-02-13,513559,SEADAB,CH-47,CAN THO,,,,0,800.0,,,0,CH47,CH47,,,,13,52.0,TRAINING,0726,1,,D,249HS,,,SOUTH VIETNAM,,,,,UNIT: 249HS - CALLSIGN:,,27001958,NONKINETIC,-1,-1,,,,800.0,0,1975
3854861,UNITED STATES OF AMERICA,USAF,1975-04-09,513594,SEADAB,C-130,U TAPAO,,,,286,800.0,CARGO (TONS),,0,C130,C130,,,,266,49.0,LOG CARGO CARRYING,C101,23,,D,374TAW,,,THAILAND,,,,,UNIT: 374TAW - CALLSIGN:,,27001993,NONKINETIC,-1,-1,,,,800.0,0,1975
3854877,VIETNAM (SOUTH),VNAF,1975-01-25,513610,SEADAB,O-1,PLEIKU,,,,0,800.0,,,0,O1,O1,,,,141,18.0,VISUAL RECCE,0777,1,,D,118LS,,,SOUTH VIETNAM,,,,,UNIT: 118LS - CALLSIGN:,,27002009,NONKINETIC,-1,-1,,,,800.0,0,1975
