THOR_DATA_VIET_ID,COUNTRYFLYINGMISSION,MILSERVICE,MSNDATE,SOURCEID,SOURCERECORD,VALID_AIRCRAFT_ROOT,TAKEOFFLOCATION,TGTLATDD_DDD_WGS84,TGTLONDDD_DDD_WGS84,TGTTYPE,NUMWEAPONSDELIVERED,TIMEONTARGET,WEAPONTYPE,WEAPONTYPECLASS,WEAPONTYPEWEIGHT,AIRCRAFT_ORIGINAL,AIRCRAFT_ROOT,AIRFORCEGROUP,AIRFORCESQDN,CALLSIGN,FLTHOURS,MFUNC,MFUNC_DESC,MISSIONID,NUMOFACFT,OPERATIONSUPPORTED,PERIODOFDAY,UNIT,TGTCLOUDCOVER,TGTCONTROL,TGTCOUNTRY,TGTID,TGTORIGCOORDS,TGTORIGCOORDSFORMAT,TGTWEATHER,ADDITIONALINFO,GEOZONE,ID,MFUNC_DESC_CLASS,NUMWEAPONSJETTISONED,NUMWEAPONSRETURNED,RELEASEALTITUDE,RELEASEFLTSPEED,RESULTSBDA,TIMEOFFTARGET,WEAPONSLOADEDWEIGHT,Year
2272250,UNITED STATES OF AMERICA,USMC,10/11/67,1790742,CACTA6669,F-4,CHU LAI,15.59411877,108.1823719,VILLAGE,0,402,,,0,F4B,F4,,,,12,6,DIRECT AIR SUPPORT,ME024,1,IN COUNTRY,D,M01542,CLEAR,ABN FWD AIR CNTL,SOUTH VIETNAM,,49PAT98202590,##ABC11112222,0809N,MISSION: VS1011515 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),ZB,24775402,KINETIC,0,0,,,,407,-1,1967
2272319,UNITED STATES OF AMERICA,USAF,10/11/67,1790839,CACTA6669,RF-4,PHU CAT,,,AREA\DEPOT,0,110,,,0,RF4C,RF4,,,,17,20,PHOTO RECCE,JP018,1,IN COUNTRY,D,JAMPH0,CLEAR,,SOUTH VIETNAM,,YS0465     YS04,DDMMSSN DDDMMSSE,5,MISSION: VS0528 - CONTROL_TYPE:  - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),,24775471,NONKINETIC,0,0,,,,150,-1,1967
2277196,UNITED STATES OF AMERICA,USMC,10/11/67,1797365,CACTA6669,F-4,CHU LAI,16.95,106.866666,ANTI-AIRCRAFT,12,1849,500LB GP MK-82,,500,F4B,F4,,,,9,6,DIRECT AIR SUPPORT,ME005,1,ROLLING THUN - ROLLING THUND,N,M01323,CLEAR,TPQ-10,NORTH VIETNAM,,165700N1065200E,DDMMSSN DDDMMSSE,0139N,MISSION: RT1011181 - CONTROL_TYPE: TPQ-10 - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),YE,24780354,KINETIC,0,0,,,,1850,-1,1967
2277786,UNITED STATES OF AMERICA,USAF,10/11/67,1798146,CACTA6669,A-37,BIEN HOA,12.90953618,109.0778115,CAMP,6,612,500BLU11/23/32,,500,A37A,A37,,,,50,5,CLOSE AIR SUPPORT,JA038,3,IN COUNTRY - SOUTH VIETNAM,D,JAPNU0,,ABN FWD AIR CNTL,SOUTH VIETNAM,,49PBQ918278,##ABC111222,0445N,MISSION: VS10-2787 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA II (IN-COUNTRY MISSIONS) OR RTE AREA 2 (OUT-OF-COUNTRY MISSIONS),BQ,24780944,KINETIC,0,0,,,,620,-1,1967
2280974,UNITED STATES OF AMERICA,USAF,10/11/67,1802303,CACTA6669,RF-101,PHU CAT,,,AREA\DEPOT,0,635,,,0,RF101C,RF101,,,,25,20,PHOTO RECCE,JP007,1,IN COUNTRY,D,JANSS0,SCATTERED,,SOUTH VIETNAM,,XS9265     XS96,DDMMSSN DDDMMSSE,5,MISSION: VS0538 - CONTROL_TYPE:  - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),,24784139,NONKINETIC,0,0,,,,715,-1,1967
2282186,UNITED STATES OF AMERICA,USAF,10/11/67,1803907,CACTA6669,F-100,TUY HOA,16.21616746,108.0316018,AREA\DEPOT,0,1217,,,0,F100D,F100,,,,35,3,AIR INTERDICTION,JD024,2,IN COUNTRY - COMBAT SKYSPO,N,JAJIJ0,CLEAR,TPQ-10,SOUTH VIETNAM,,49PAT83009500,##ABC11112222,1009N,MISSION: VS10-3038 - CONTROL_TYPE: TPQ-10 - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),BU,24785354,KINETIC,0,0,,,,1217,-1,1967
2283423,UNITED STATES OF AMERICA,USAF,10/11/67,1805542,CACTA6669,F-105,VTBI,17.966666,105.816666,UNKNOWN\UNIDENTIFIED,0,1555,SHRIKE,,395,F105F,F105,,,,33,1,STRIKE,JR001,1,ROLLING THUN - ROLLING THUND,N,JAJIU0,SCATTERED,PREBRIEFED TGT,NORTH VIETNAM,,175800N1054900E,DDMMSSN DDDMMSSE,9999N,MISSION: RTIH57C81 - CONTROL_TYPE: PREBRIEFED TGT - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),WF,24786594,KINETIC,0,2,,,,1725,-1,1967
2284048,UNITED STATES OF AMERICA,USAF,10/11/67,1806372,CACTA6669,RF-4,UDORN AB,16.466666,106.766666,UNKNOWN\UNIDENTIFIED,0,545,,,0,RF4C,RF4,,,,35,20,PHOTO RECCE,JS704,2,#NAME?,D,JAMPG0,BROKEN,,LAOS,,1628N10646E1628,DDMMSSN DDDMMSSE,10646E,MISSION: UEYT875G - CONTROL_TYPE:  - RTCOR: UNKNOWN,VC,24787219,NONKINETIC,0,0,,,,545,-1,1967
2284974,UNITED STATES OF AMERICA,USAF,10/11/67,1807595,CACTA6669,A-37,BIEN HOA,11.63444969,106.3878436,CAMP,0,938,,,0,A37A,A37,,,,20,3,AIR INTERDICTION,JA040,3,IN COUNTRY - SOUTH VIETNAM,D,JAPNU0,OVERCAST,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PXT516864,##ABC111222,0609N,MISSION: VS10-2793 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),XT,24788146,KINETIC,0,0,,,,947,-1,1967
2287469,UNITED STATES OF AMERICA,USAF,10/11/67,1810917,CACTA6669,F-100,PHU CAT,16.3801193,107.731789,UNKNOWN\UNIDENTIFIED,4,645,750LB BLU-1/27,,694,F100D,F100,,,,34,3,AIR INTERDICTION,JH808,2,IN COUNTRY - SOUTH VIETNAM,D,JAMOH0,BROKEN,ABN FWD AIR CNTL,SOUTH VIETNAM,,48QYD921128,##ABC111222,,MISSION: VS10&3637 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),BU,24790645,KINETIC,0,0,,,,700,-1,1967
2291075,VIETNAM (SOUTH),VNAF,10/11/67,1815704,CACTA6669,C-47,TAN SON NHUT,,,UNKNOWN\UNIDENTIFIED,0,0,,,0,C47D,C47,,,,0,20,PHOTO RECCE,VQ063,1,IN COUNTRY - SVN,D,V50160,CLEAR,,SOUTH VIETNAM,,WS840540   WS83,DDMMSSN DDDMMSSE,530,MISSION: VS3F2200 - CONTROL_TYPE:  - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),,24794256,NONKINETIC,0,0,,,,0,-1,1967
2291612,UNITED STATES OF AMERICA,USN,10/11/67,1816432,CACTA6669,A-6,WESTPAC 64,19.986,105.85,AREA\DEPOT,0,230,,,0,A6A,A6,,,,19,4,ARMED RECCE,C0013,1,ROLLING THUN - ROLLING THUND,D,N09093,CLEAR,PREBRIEFED TGT,NORTH VIETNAM,,19986N105850E,DD.DDDN DDD.DDDE,0505N,MISSION: RT57C - CONTROL_TYPE: PREBRIEFED TGT - RTCOR: RTE AREA 6B (OUT-OF-COUNTRY MISSIONS),WG,24794793,KINETIC,0,0,,,,230,-1,1967
2292690,UNITED STATES OF AMERICA,USAF,10/11/67,1822101,CACTA6669,C-47,PLEIKU,15.508,106.422,UNKNOWN\UNIDENTIFIED,100,155,LEAFLET MANUAL,,0,C47A,C47,,,,0,38,PSYCHOLOGIC WARFARE,JM002,1,STEEL TIGER - STEEL TIGER,D,JAONL0,CLEAR,ABN FWD AIR CNTL (TIGER HOUND),LAOS,,15508N106422E,DD.DDDN DDD.DDDE,0709N,MISSION: SL10-2964 - CONTROL_TYPE: ABN FWD AIR CNTL (TIGER HOUND) - RTCOR: RTE AREA F (OUT-OF-COUNTRY MISSIONS),XB,24799129,NONKINETIC,0,0,,,,158,-1,1967
2294826,UNITED STATES OF AMERICA,USAF,10/11/67,1824954,CACTA6669,F-100,PHAN RANG,11.30924898,106.5090272,AREA\DEPOT,8,630,750LB BLU-1/27,,694,F100D,F100,,,,28,3,AIR INTERDICTION,JL008,2,IN COUNTRY - VS,D,JAJKJ0,SCATTERED,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PXT650505,##ABC111222,0609N,MISSION: VS10-3655 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),XT,24801268,KINETIC,0,0,,,,640,-1,1967
2296256,UNITED STATES OF AMERICA,USAF,10/11/67,1826847,CACTA6669,B-57,PHAN RANG,15.063333,107.172222,BIVOUAC,4,1335,750LB M-35 PHS,,680,B57B,B57,,,,23,1,STRIKE,JL036,1,STEEL TIGER - STEEL TIGER,N,JACCK0,OVERCAST,ABN FWD AIR CNTL (TIGER HOUND),LAOS,,150348N1071020E,DDMMSSN DDDMMSSE,0909N,MISSION: SLTH260 - CONTROL_TYPE: ABN FWD AIR CNTL (TIGER HOUND) - RTCOR: RTE AREA G (OUT-OF-COUNTRY MISSIONS),YB,24802699,KINETIC,0,0,,,,1405,-1,1967
2298015,UNITED STATES OF AMERICA,USAF,10/11/67,1357750,CACTA6669,RF-101,UDORN AB,17.366666,106.266666,UNKNOWN\UNIDENTIFIED,0,725,,,0,RF101C,RF101,,,,33,20,PHOTO RECCE,JS602,2,#NAME?,D,JAJQL0,SCATTERED,,NORTH VIETNAM,,1722N10616E1717,DDMMSSN DDDMMSSE,,MISSION: UEYT855G - CONTROL_TYPE:  - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),XE,24424402,NONKINETIC,0,0,,,,725,-1,1967
2298630,UNITED STATES OF AMERICA,USAF,10/11/67,1358472,CACTA6669,F-4,CAM RANH BAY,10.48137116,106.7889888,CAMP,8,836,500LB GP MK-82,,500,F4C,F4,,,,23,3,AIR INTERDICTION,JC020,2,IN COUNTRY - SVN,D,JAJKB0,SCATTERED,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PXS961591,##ABC111222,1009,MISSION: VS10&2843 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),YS,24425020,KINETIC,0,0,,,,844,-1,1967
2298934,UNITED STATES OF AMERICA,USAF,10/11/67,1358829,CACTA6669,F-100,PHU CAT,10.67925909,106.8075044,UNKNOWN\UNIDENTIFIED,4,1038,750LB BLU-1/27,,694,F100D,F100,,,,34,3,AIR INTERDICTION,JH813,2,IN COUNTRY - SOUTH 5IETNAM,D,JAMOH0,CLEAR,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PXS9881,##ABC1122,0505R,MISSION: VS10&2879 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),YS,24425324,KINETIC,0,0,,,,1046,-1,1967
2300239,UNITED STATES OF AMERICA,USAF,10/11/67,1360346,CACTA6669,F-4,CAM RANH BAY,11.7098481,109.1892628,CAMP,12,40,M-61,,50,F4C,F4,,,,25,3,AIR INTERDICTION,JC004,2,IN COUNTRY - SVN,D,JAJKC0,OVERCAST,ABN FWD AIR CNTL,SOUTH VIETNAM,,49PCN030950,##ABC111222,9999,MISSION: VS10&2828 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA II (IN-COUNTRY MISSIONS) OR RTE AREA 2 (OUT-OF-COUNTRY MISSIONS),BN,24426631,KINETIC,0,0,,,,105,-1,1967
2301693,UNITED STATES OF AMERICA,USAF,10/11/67,1362040,CACTA6669,EB-66,VTBI,16.7,107.533333,RADAR,0,1515,,,0,EB66B,EB66,,,,48,39,ECM,JR912,1,ROLLING THUN - ROLLING THUND,N,JAMOZ0,BROKEN,,NORTH VIETNAM,,1642N10732E1622,DDMMSSN DDDMMSSE,,MISSION: RTFB103N1 - CONTROL_TYPE:  - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),VC,24428088,NONKINETIC,0,0,,,,1722,-1,1967
2302063,UNITED STATES OF AMERICA,USAF,10/11/67,1362469,CACTA6669,RF-4,UDORN AB,17.441666,105.013888,UNKNOWN\UNIDENTIFIED,0,450,,,0,RF4C,RF4,,,,25,20,PHOTO RECCE,JS705,2,#NAME?,D,JAMPG0,SCATTERED,,LAOS,,172630N1050050E,DDMMSSN DDDMMSSE,9,MISSION: UEYT867G - CONTROL_TYPE:  - RTCOR: UNKNOWN,WE,24428459,NONKINETIC,0,0,,,,450,-1,1967
2305071,UNITED STATES OF AMERICA,USAF,10/11/67,1367471,CACTA6669,B-57,PHAN RANG,17.838055,105.888333,TRUCK PARK\STOP,2,1959,900LB M-36 THR,,900,B57B,B57,,,,32,1,STRIKE,JL038,1,ROLLING THUN - ROLLING THUND,N,JACCK0,CLEAR,MSQ,NORTH VIETNAM,,175017N1055318E,DDMMSSN DDDMMSSE,,MISSION: RTCR353 - CONTROL_TYPE: MSQ - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),WE,24432774,KINETIC,0,0,,,,2016,-1,1967
2305851,UNITED STATES OF AMERICA,USAF,10/11/67,1368364,CACTA6669,B-57,PHAN RANG,10.97927935,106.4981752,AREA\DEPOT,0,500,,,0,B57B,B57,,,,50,35,ESCORT/COVER,JL026,2,IN COUNTRY - VS,D,JACCK0,CLEAR,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PXT640140,##ABC111222,9999N,MISSION: VS10-3004 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),XS,24433555,NONKINETIC,0,0,,,,550,-1,1967
2306027,UNITED STATES OF AMERICA,USAF,10/11/67,1368568,CACTA6669,F-4,DANANG,17.011111,106.922222,MOTOR VEHICLE,4,751,500LB GP MK-82,,500,F4C,F4,,,,26,4,ARMED RECCE,JG905,2,ROLLING THUN - ROLLING THUND,D,JAJIY0,CLEAR,ABN FWD AIR CNTL,NORTH VIETNAM,,170040N1065520E,DDMMSSN DDDMMSSE,0409NL,MISSION: RT57C - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),YE,24433731,KINETIC,0,0,,,,805,-1,1967
2306208,UNITED STATES OF AMERICA,USAF,10/11/67,1368791,CACTA6669,AC-47,BINH THUY,10.70707553,105.1204824,TROOPS,0,2140,7.62MM,,6,AC47D,AC47,,,,30,5,CLOSE AIR SUPPORT,JB005,1,IN COUNTRY - SPOOKY&53,N,JALDA0,,,SOUTH VIETNAM,,48PWS13508350,##ABC11112222,,MISSION: VS10&3716 - CONTROL_TYPE:  - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),WS,24433913,KINETIC,0,220,,,,2220,-1,1967
2306992,UNITED STATES OF AMERICA,USMC,10/11/67,1369681,CACTA6669,A-4,CHU LAI,15.38172944,108.4720256,CAMP,0,1840,MK-11/MK-12,,57,A4E,A4,,,,14,6,DIRECT AIR SUPPORT,ME003,1,IN COUNTRY,N,M01223,SCATTERED,TPQ-10,SOUTH VIETNAM,,49PBT29000200,##ABC11112222,1009,MISSION: VS1011093 - CONTROL_TYPE: TPQ-10 - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),ZB,24434698,KINETIC,0,2,,,,1850,-1,1967
2307319,VIETNAM (SOUTH),VNAF,10/11/67,1370060,CACTA6669,A-1,DANANG,16.06060844,108.2160625,TROOPS,0,1600,,,0,A1H,A1,,,,15,54,AIRBORNE ALERT,VY008,2,IN COUNTRY - SV,N,V50020,CLEAR,NONE,SOUTH VIETNAM,,49PBT025775,##ABC111222,9991NF,MISSION: VS1517 - CONTROL_TYPE: NONE - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),BU,24435025,NONKINETIC,0,0,,,,1645,-1,1967
2307444,VIETNAM (SOUTH),VNAF,10/11/67,1370202,CACTA6669,A-1,BINH THUY,10.21937213,105.8480771,BUILDINGS,6,300,500LB GP M-64,,561,A1H,A1,,,,47,3,AIR INTERDICTION,VB003,3,IN COUNTRY - BANSHEE,D,V50040,SCATTERED,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PWS93202970,##ABC11112222,0307 N,MISSION: VS4644 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),WS,24435150,KINETIC,0,0,,,,315,-1,1967
2309593,UNITED STATES OF AMERICA,USN,10/11/67,1372703,CACTA6669,A-4,WESTPAC 34,17.851388,106.423611,BRIDGE,10,1030,500LB GP MK-82,,500,A4E,A4,,,,0,4,ARMED RECCE,Y0010,2,ROLLING THUN - ROLLING THUND,N,N09614,,PREBRIEFED TGT,NORTH VIETNAM,,175105N1062525E,DDMMSSN DDDMMSSE,1507N,MISSION: RT57C - CONTROL_TYPE: PREBRIEFED TGT - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),XE,24437303,KINETIC,0,0,,,,1035,-1,1967
2310331,UNITED STATES OF AMERICA,USMC,10/11/67,1373559,CACTA6669,F-8,DANANG,16.6879441,107.0415363,UNKNOWN\UNIDENTIFIED,16,830,500LB GP MK-82,,500,F8E,F8,,,,28,5,CLOSE AIR SUPPORT,MX014,2,IN COUNTRY,E,M01235,BROKEN,ABN FWD AIR CNTL,SOUTH VIETNAM,,48QYD18004600,##ABC11112222,0226HM,MISSION: VS101125 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),VC,24438042,KINETIC,0,0,,,,910,-1,1967
2312925,UNITED STATES OF AMERICA,USAF,10/11/67,1376545,CACTA6669,RF-4,UDORN AB,19.833,104.833,UNKNOWN\UNIDENTIFIED,0,730,,,0,RF4C,RF4,,,,0,20,PHOTO RECCE,JS701,2,#NAME?,D,JAMPG0,CLEAR,,THAILAND,,19833N104833E,DD.DDDN DDD.DDDE,9,MISSION: UEYT881G - CONTROL_TYPE:  - RTCOR: UNKNOWN,VG,24440640,NONKINETIC,0,0,,,,730,-1,1967
2313072,UNITED STATES OF AMERICA,USN,10/11/67,1376712,CACTA6669,A-4,WESTPAC 64,19.633333,105.733333,WATER VEHICLES,0,2355,,,0,A4C,A4,,,,34,4,ARMED RECCE,C0009,2,ROLLING THUN - ROLLING THUND,D,N09705,OVERCAST,NONE,NORTH VIETNAM,,193800N1054400E,DDMMSSN DDDMMSSE,0905R,MISSION: RT57C - CONTROL_TYPE: NONE - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),WG,24440787,KINETIC,0,0,,,,1,-1,1967
2313161,UNITED STATES OF AMERICA,USAF,10/11/67,1376819,CACTA6669,F-100,TUY HOA,15.57976775,109.1231304,AREA\DEPOT,6,637,500LB GP MK-82,,500,F100D,F100,,,,47,5,CLOSE AIR SUPPORT,JD013,3,IN COUNTRY - SOUTH VIETNAM,D,JAJIJ0,CLEAR,ABN FWD AIR CNTL,SOUTH VIETNAM,,49PBT991232,##ABC111222,0207N,MISSION: VS10-2880 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),BS,24440876,KINETIC,0,0,,,,637,-1,1967
2313592,UNITED STATES OF AMERICA,USAF,10/11/67,1377313,CACTA6669,RF-101,TAN SON NHUT,,,AREA\DEPOT,0,125,,,0,RF101C,RF101,,,,22,20,PHOTO RECCE,JP004,1,IN COUNTRY,D,JANSS0,SCATTERED,,SOUTH VIETNAM,,AR8178     AR81,DDMMSSN DDDMMSSE,7,MISSION: VS0527 - CONTROL_TYPE:  - RTCOR: CORPS AREA II (IN-COUNTRY MISSIONS) OR RTE AREA 2 (OUT-OF-COUNTRY MISSIONS),,24441307,NONKINETIC,0,0,,,,200,-1,1967
2313600,UNITED STATES OF AMERICA,USAF,10/11/67,1377321,CACTA6669,RF-101,TAN SON NHUT,,,AREA\DEPOT,0,835,,,0,RF101C,RF101,,,,0,20,PHOTO RECCE,JP009,1,IN COUNTRY,D,JANSS0,SCATTERED,,SOUTH VIETNAM,,YT6308     YT91,DDMMSSN DDDMMSSE,,MISSION: VS0542 - CONTROL_TYPE:  - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),,24441315,NONKINETIC,0,0,,,,850,-1,1967
2313654,UNITED STATES OF AMERICA,USAF,10/11/67,1377386,CACTA6669,RB-57,TAN SON NHUT,11.38072354,106.9611445,AREA\DEPOT,0,300,,,0,RB57B,RB57,,,,0,20,PHOTO RECCE,JP003,1,IN COUNTRY,D,JALWPA,CLEAR,,SOUTH VIETNAM,,48PYT143587,##ABC111222,0355HL,MISSION: VS0530 - CONTROL_TYPE:  - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),YT,24441369,NONKINETIC,0,0,,,,302,-1,1967
2313869,UNITED STATES OF AMERICA,USAF,10/11/67,1377634,CACTA6669,F-4,CAM RANH BAY,17.145833,106.863888,RAILROAD,2,1305,500LB GP MK-82,,500,F4C,F4,,,,52,1,STRIKE,JC026,2,ROLLING THUN - ROLLING THUND,N,JAJKA0,SCATTERED,PREBRIEFED TGT,NORTH VIETNAM,,170845N1065150E,DDMMSSN DDDMMSSE,0209N,MISSION: RTTA&460 - CONTROL_TYPE: PREBRIEFED TGT - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),YE,24441584,KINETIC,0,0,,,,1306,-1,1967
2315410,UNITED STATES OF AMERICA,USAF,10/11/67,1379426,CACTA6669,F-100,PHAN RANG,11.35349056,106.5211715,TROOPS,6,600,500LB GP MK-82,,500,F100D,F100,,,,52,5,CLOSE AIR SUPPORT,JL012,3,IN COUNTRY - VS,D,JAJKJ0,NOT OBS,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PXT663554,##ABC111222,0309N,MISSION: VS10-2851 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),XT,24443125,KINETIC,0,0,,,,608,-1,1967
2319663,UNITED STATES OF AMERICA,USAF,10/11/67,1384370,CACTA6669,F-105,KORAT,17.945833,105.819444,AREA\DEPOT,6,1230,750LB GP M-117,,799,F105D,F105,,,,30,1,STRIKE,JI013,1,ROLLING THUN - ROLLING THUND,N,JAJJL0,CLEAR,PREBRIEFED TGT,NORTH VIETNAM,,175645N1054910E,DDMMSSN DDDMMSSE,,MISSION: RT57A81 - CONTROL_TYPE: PREBRIEFED TGT - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),WF,24447388,KINETIC,0,0,,,,1230,-1,1967
2319821,UNITED STATES OF AMERICA,USN,10/11/67,1384554,CACTA6669,A-6,WESTPAC 64,20.826388,106.708333,AREA\DEPOT,18,1722,500LB GP MK-82,,500,A6A,A6,,,,19,4,ARMED RECCE,C0003,1,ROLLING THUN - ROLLING THUND,N,N09093,UNDERCAST,PREBRIEFED TGT,NORTH VIETNAM,,204935N1064230E,DDMMSSN DDDMMSSE,9999N,MISSION: RT57A - CONTROL_TYPE: PREBRIEFED TGT - RTCOR: RTE AREA 6B (OUT-OF-COUNTRY MISSIONS),XH,24447546,KINETIC,0,0,,,,1722,-1,1967
2323790,UNITED STATES OF AMERICA,USAF,10/11/67,1389195,CACTA6669,F-4,DANANG,17.384722,106.618055,ROAD,6,1400,750LB GP M-117,,799,F4C,F4,,,,26,4,ARMED RECCE,JG804,2,ROLLING THUN - ROLLING THUND,N,JAJIZ0,CLEAR,,NORTH VIETNAM,,172305N1063705E,DDMMSSN DDDMMSSE,0205HL,MISSION: RT57C - CONTROL_TYPE:  - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),XE,24451524,KINETIC,0,0,,,,1410,-1,1967
2328021,UNITED STATES OF AMERICA,USAF,10/11/67,1394135,CACTA6669,A-1,PLEIKU,13.45486778,107.7633812,CAMP,14,735,M-3,,50,A1E,A1,,,,0,3,AIR INTERDICTION,JM010,2,IN COUNTRY - SVN,D,JAAGD0,SCATTERED,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PYV995890,##ABC111222,0509N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA II (IN-COUNTRY MISSIONS) OR RTE AREA 2 (OUT-OF-COUNTRY MISSIONS),ZA,24455763,KINETIC,0,2,,,,740,-1,1967
2332824,UNITED STATES OF AMERICA,USAF,10/11/67,1399785,CACTA6669,B-57,PHAN RANG,14.655555,106.838888,MOTOR VEHICLE,4,1910,750LB M-35 PHS,,680,B57B,B57,,,,26,1,STRIKE,JL033,1,STEEL TIGER - STEEL TIGER,N,JACCK0,CLEAR,ABN FWD AIR CNTL (TIGER HOUND),LAOS,,143920N1065020E,DDMMSSN DDDMMSSE,0805N,MISSION: SLTH265 - CONTROL_TYPE: ABN FWD AIR CNTL (TIGER HOUND) - RTCOR: UNKNOWN,YB,24460575,KINETIC,0,0,,,,1915,-1,1967
